AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
FIC,Fire Cove Airport,55.77777778,-131.53750000
FID,Elizabeth Field,41.25138889,-72.03166667
FID,Elizabeth Field,41.25222222,-72.03166667
FIH,N'Djili International,-4.38722222,15.44222222
FIH,N'Djili International,-4.38722222,15.44222222
FIH,N'Djili International,-4.38555556,15.44472222
FIH,N'Djili International,-4.38555556,15.44472222
FIH,N'Djili International,-4.38472222,15.44500000
FIL,Fillmore Airport,38.95833333,-112.36250000
FIL,Fillmore Municipal,38.95805556,-112.36305556
FIL,Socorro Municipal,38.95833333,-112.36250000
FIN,Finschhafen Airport,-6.62750000,147.86388889
FIN,Finschhafen Airport,-6.62250000,147.85416667
FIN,Finschhafen Airport,-6.62250000,147.85416667
FIN,Finschhafen Airport,-6.62138889,147.85361111
FIN,Finschhafen Airport,-6.62138889,147.85361111
FIN,Finschhafen Airport,-6.62138889,147.85388889
FIZ,Fitzroy Crossing Airport,-18.18361111,125.55972222
FIZ,Fitzroy Crossing Airport,-18.18194444,125.55861111
FIZ,Fitzroy Crossing Airport,-18.17833333,125.55416667
FJR,Fujairah International,25.11083333,56.32416667
FJR,Fujairah International,25.11222222,56.32416667
FKB,Baden Baden,48.77944444,8.08055556
FKB,Karlsruhe/Baden-Baden Airport,48.77944444,8.08055556
FKI,Bangoka International,0.48166667,25.33805556
FKI,Kisangani Simisimi,0.51666667,25.15500000
FKJ,Fukui Airport,36.13972222,136.22666667
FKJ,Fukui Airport,36.14277778,136.22388889
FKL,Venango Regional,41.37750000,-79.86055556
FKL,Venango Regional,41.37750000,-79.86055556
FKL,Venango Regional,41.37777778,-79.86027778
FKL,Venango Regional,41.37777778,-79.86027778
FKS,Fukushima Airport,37.22750000,140.42805556
FKS,Fukushima Airport,37.22861111,140.42916667
FL1,Zephyrhills Municipal,28.22805556,-82.15611111
FL1,Zephyrhills Municipal,28.22805556,-82.15611111
FL1,Zephyrhills Municipal,28.22805556,-82.15583333
FL1,Zephyrhills Municipal,28.22805556,-82.15583333
FL2,Valkaria Airport,27.96083333,-80.55833333
FL2,Valkaria Airport,27.96194444,-80.55972222
FL3,Vosikas,30.78000000,-85.59805556
FL4,Flagler County,29.46583333,-81.20861111
FL4,Flagler County,29.46750000,-81.20638889
FL4,Flagler County,29.46750000,-81.20638889
FL4,Flagler Executive,29.46527778,-81.20777778
FL4,Flagler Executive,29.46583333,-81.20861111
FL4,Flagler Executive,29.46583333,-81.20861111
FL5,Williston Municipal,29.35416667,-82.47277778
FL5,Williston Municipal,29.35472222,-82.47055556
FL5,Williston Municipal,29.35555556,-82.47194444
FL5,Williston Municipal,29.35555556,-82.47194444
FL5,Williston Municipal,29.35583333,-82.47194444
FL5,Williston Municipal,29.35583333,-82.47166667
FL5,Williston Municipal,29.35583333,-82.47166667
FL6,Airglades,26.73527778,-81.05111111
FL7,Coral Creek,26.85361111,-82.25250000
FL7,Coral Creek,26.85361111,-82.25250000
FL7,Coral Creek,26.85444444,-82.25111111
FL8,Deland Municipal Sidney H Taylor Field,29.06694444,-81.28361111
FL9,Lake Wales Municipal,27.89333333,-81.62138889
FL9,Lake Wales Municipal,27.89388889,-81.62055556
FLA,Gustavo Artunduaga Paredes,1.58888889,-75.56444444
FLA,Gustavo Artunduaga Paredes,1.58888889,-75.56444444
FLA,Gustavo Artunduaga Paredes,1.58888889,-75.55888889
FLA,Gustavo Artunduaga Paredes,1.58916667,-75.56416667
FLA,Gustavo Artunduaga Paredes,1.58944444,-75.56444444
FLA,Gustavo Artunduaga Paredes,1.58944444,-75.56444444
FLB,Floriano Airport,-6.80000000,-43.03333333
FLD,Fond Du Lac County,43.77111111,-88.48833333
FLD,Fond Du Lac County,43.77166667,-88.48444444
FLF,Flensburg Schaeferhaus,54.77194444,9.37833333
FLF,Flensburg Schaeferhaus,54.78027778,9.37250000
FLF,Flensburg Schaeferhaus,54.78027778,9.37250000
FLF,Flensburg Schaferhaus,54.77166667,9.37833333
FLF,Flensburg Schaferhaus,54.77222222,9.38333333
FLF,Flensburg Schaferhaus,54.78027778,9.37250000
FLF,Flensburg Schaferhaus,54.78027778,9.37250000
FLG,Flagstaff Pulliam,35.13777778,-111.67166667
FLG,Flagstaff Pulliam,35.14027778,-111.66916667
FLJ,Falls Bay Airport,60.51666667,-148.00000000
FLL,Fort Lauderdale-Hollywood International,26.07166667,-80.14972222
FLL,Fort Lauderdale-Hollywood International,26.07166667,-80.14972222
FLL,Fort Lauderdale-Hollywood International,26.07222222,-80.15305556
FLL,Fort Lauderdale-Hollywood International,26.07250000,-80.15277778
FLL,Fort Lauderdale-Hollywood International,26.07250000,-80.15277778
FLL,Fort Lauderdale-Hollywood International,26.07416667,-80.15166667
FLN,Hercilio Luz,-27.67055556,-48.54722222
FLN,Hercilio Luz,-27.67055556,-48.54722222
FLN,Hercilio Luz,-27.66972222,-48.55055556
FLN,Hercilio Luz International,-27.67055556,-48.54722222
FLN,Hercilio Luz International,-27.67055556,-48.54722222
FLN,Hercilio Luz International,-27.67027778,-48.54694444
FLO,Florence Regional,34.18527778,-79.72388889
FLO,Florence Regional,34.18888889,-79.72444444
FLR,Firenze,43.81000000,11.20222222
FLR,Firenze,43.81000000,11.20527778
FLR,Firenze/Peretola,43.81027778,11.19777778
FLS,Flinders Island Airport,-40.09500000,147.99666667
FLS,Flinders Island Airport,-40.09416667,147.99361111
FLS,Flinders Island Airport,-40.09138889,147.99277778
FLT,Flat Airport,62.45277778,-157.98916667
FLT,Flat Airport,62.45416667,-157.98666667
FLU,Flushing,40.77916667,-73.83277778
FLV,Sherman AAF,39.36833333,-94.91472222
FLV,Sherman AAF,39.36972222,-94.91250000
FLW,Flores,39.45527778,-31.13166667
FLW,Flores,39.45527778,-31.13138889
FLW,Flores,39.45527778,-31.13138889
FLW,Flores,39.45555556,-31.13138889
FLW,Flores,39.45555556,-31.13138889
FLX,Fallon Municipal,39.49916667,-118.74888889
FLX,Fallon Municipal,39.50055556,-118.74777778
FMA,Formosa Airport,-26.21277778,-58.23500000
FMA,Formosa Airport,-26.21277778,-58.22805556
FMC,Five Mile Camp Airport,65.92694444,-149.84000000
FMC,Five Mile Camp Airport,65.92750000,-149.83750000
FME,Tipton,39.08527778,-76.75944444
FMH,Cape Cod CGAS,41.65916667,-70.52277778
FMH,Otis AFB,41.65777778,-70.52222222
FMI,Kalemie Airport,-5.87833333,29.24527778
FMI,Kalemie Airport,-5.87555556,29.24944444
FMI,Kalemie Airport,-5.87194444,29.25472222
FMM,Memmingen Airport,47.98888889,10.23944444
FMM,Memmingen Airport,47.98944444,10.24083333
FMN,Four Corners Regional,36.74111111,-108.22916667
FMN,Four Corners Regional,36.74138889,-108.23000000
FMO,Muenster Osnabrueck,52.13472222,7.68500000
FMO,Muenster Osnabrueck,52.13472222,7.68500000
FMO,Munster Osnabruck,52.13472222,7.68500000
FMO,Munster/Osnabruck,52.13472222,7.68500000
FMO,Munster/Osnabruck International,52.13472222,7.68472222
FMO,Munster/Osnabruck International,52.13472222,7.68472222
FMS,Fort Madison Municipal,40.65888889,-91.32750000
FMS,Fort Madison Municipal,40.65916667,-91.32777778
FMY,Page Field,26.58666667,-81.86333333
FMY,Page Field,26.58694444,-81.86222222
FNA,Freetown Lungi,8.61638889,-13.19555556
FNA,Freetown Lungi,8.61638889,-13.19555556
FNA,Freetown Lungi,8.61666667,-13.19555556
FNA,Freetown Lungi,8.61666667,-13.19555556
FNA,Freetown Lungi,8.61750000,-13.19694444
FNA,Freetown Lungi International,8.61638889,-13.19555556
FNC,Funchal Airport,32.69055556,-16.77500000
FNC,Funchal Airport,32.69055556,-16.77500000
FNC,Madeira,32.69777778,-16.77444444
FNI,Garons,43.75750000,4.41638889
FNI,Garons,43.75750000,4.41638889
FNI,Garons,43.75861111,4.41666667
FNI,Nimes Garons,43.75750000,4.41611111
FNI,Nimes Garons,43.75750000,4.41638889
FNI,Nimes Garons,43.75750000,4.41638889
FNJ,Pyongyang International,39.22361111,125.67000000
FNJ,Pyongyang International,39.22361111,125.67000000
FNJ,Pyongyang International,39.22527778,125.67305556
FNJ,Pyongyang International,39.22527778,125.67305556
FNL,Fort Collins-Loveland Municipal,40.44888889,-105.01027778
FNL,Fort Collins-Loveland Municipal,40.45194444,-105.01138889
FNL,Northern Colorado Regional,40.45194444,-105.01138889
FNR,Funter Bay,58.25000000,-134.90000000
FNT,Bishop International,42.96555556,-83.74472222
FNT,Bishop International,42.96555556,-83.74472222
FNT,Bishop International,42.96555556,-83.74361111
FNT,Bishop International,42.96555556,-83.74361111
FNT,Bishop International,42.96666667,-83.74166667
FOA,Marshall Field,61.86666667,-162.06666667
FOB,Fort Bragg Airport,39.47444444,-123.79555556
FOB,Fort Bragg Airport,39.47444444,-123.79444444
FOC,Changle,25.93472222,119.66361111
FOD,Fort Dodge Regional,42.55111111,-94.19194444
FOD,Fort Dodge Regional,42.55250000,-94.18972222
FOE,Forbes AFB,38.95250000,-95.66250000
FOE,Forbes Field,38.95083333,-95.66361111
FOE,Forbes Field,38.95083333,-95.66361111
FOE,Topeka Regional,38.95083333,-95.66361111
FOE,Topeka Regional,38.95083333,-95.66361111
FOG,Foggia Airport,41.42666667,15.53944444
FOK,Francis S. Gabreski,40.84361111,-72.63222222
FOK,Francis S. Gabreski,40.84361111,-72.63194444
FOK,Francis S. Gabreski,40.84361111,-72.63166667
FOK,Suffolk County,40.84361111,-72.63222222
FON,Arenal,10.46388889,-84.57333333
FON,Arenal,10.46944444,-84.57888889
FOR,Pinto Martins International,-3.77666667,-38.53444444
FOR,Pinto Martins International,-3.77638889,-38.53250000
FPO,Bah Freeport International,26.55527778,-78.70000000
FPO,Freeport Airport,26.55666667,-78.69944444
FPO,Grand Bahama International,26.55861111,-78.69555556
FPR,St Lucie County International,27.49750000,-80.37277778
FPR,St. Lucie County International,27.49305556,-80.36777778
FPR,St. Lucie County International,27.49750000,-80.37277778
FPR,Treasure Coast International,27.49750000,-80.37277778
FPR,Treasure Coast International,27.49750000,-80.37277778
FPY,Perry-Foley,30.06916667,-83.58055556
FPY,Perry-Foley,30.06916667,-83.57861111
FPY,Perry-Foley,30.07083333,-83.58166667
FQA,Patching Lake Airport,55.60611111,-131.48333333
FQB,San Nicolas Island NOLF,33.23888889,-119.45694444
FQB,San Nicolas Island NOLF,33.23972222,-119.45833333
FQB,San Nicolas Island NOLF,33.23972222,-119.45833333
FQB,San Nicolas Island NOLF,33.23972222,-119.45833333
FQB,San Nicolas Island NOLF,33.23972222,-119.45805556
FQB,San Nicolas Island NOLF,33.23972222,-119.45805556
FQC,Lilly Lake,57.80555556,-152.38055556
FQD,Trident Volcano,58.23500000,-155.10361111
FQE,Annex Creek Airport,58.31333333,-134.10416667
FQF,Davidson Creek Airport,58.35277778,-133.99138889
FQG,Snettisham Airport,58.13416667,-133.72944444
FQG,Snettisham Airport,58.13444444,-133.72944444
FQG,Snettisham Airport,58.13444444,-133.72944444
FQG,Snettisham Airport,58.13472222,-133.72777778
FQG,Snettisham Airport,58.13472222,-133.72777778
FQH,Fire Island Airport,61.16833333,-150.16055556
FQH,Fire Island Airport,61.17111111,-150.16055556
FQI,Georgetown Scott County - Marshall Field,38.23444444,-84.43472222
FQI,Georgetown Scott County Marshall Field,38.23444444,-84.43472222
FQI,Georgetown Scott County Regional,38.23444444,-84.43472222
FQI,Georgetown Scott County Regional,38.23444444,-84.43472222
FQJ,Greens Creek Airport,58.09861111,-134.76000000
FQK,Gull Cove Airport,58.21472222,-136.15638889
FQL,Flora Municipal,38.66500000,-88.45305556
FQN,Karta Lake Airport,55.56222222,-132.63055556
FQO,Manzanita Lake Airport,55.56666667,-131.05638889
FQP,Shrimp Bay Airport,55.83444444,-131.48472222
FQQ,Dry Bay Airport,59.14666667,-138.56361111
FQR,Josephine Lake Airport,55.24361111,-132.57333333
FQU,Libby Airport,48.28388889,-115.49027778
FQV,Volcano Bay Airport,53.81444444,-167.11944444
FQW,Fort Glenn Airport,53.36666667,-167.88333333
FQX,Babe Islands Airport,55.21027778,-132.13194444
FQY,Kahli Cove Airport,55.92638889,-133.25277778
FRA,Frankfurt International,50.03194444,8.52777778
FRA,Frankfurt International,50.03194444,8.52777778
FRA,Frankfurt Main,50.03250000,8.54055556
FRA,Frankfurt Main,50.03333333,8.57055556
FRC,Franca Airport,-20.59222222,-47.38305556
FRC,Franca Airport,-20.55194444,-47.43750000
FRC,Tenente Lund Pressoto,-20.59222222,-47.38333333
FRC,Tenente Lund Pressoto,-20.59222222,-47.38305556
FRD,Friday Harbor Airport,48.52194444,-123.02444444
FRD,Friday Harbor Airport,48.52638889,-123.02388889
FRF,Rhein Main AFB,50.03027778,8.58805556
FRF,Rhein Main AFB,50.03027778,8.58805556
FRG,Republic,40.72888889,-73.41333333
FRG,Republic,40.72888889,-73.41333333
FRG,Republic,40.72916667,-73.41333333
FRG,Republic,40.72916667,-73.41333333
FRG,Republic,40.72944444,-73.41500000
FRL,Forli Airport,44.19472222,12.07000000
FRL,Forli Airport,44.19527778,12.06861111
FRM,Fairmont Municipal,43.64388889,-94.41555556
FRM,Fairmont Municipal,43.64722222,-94.42361111
FRO,Floro Airport,61.58194444,5.01444444
FRO,Floro Airport,61.58277778,5.01861111
FRP,Fresh Water Bay Airport,57.85000000,-134.98333333
FRR,Front Royal-Warren County,38.91722222,-78.25388889
FRR,Front Royal-Warren County,38.91750000,-78.25333333
FRS,Flores Airport,16.91666667,-89.88333333
FRU,Manas,43.06138889,74.47750000
FRU,Manas International,43.06138889,74.47750000
FRW,Francistown Airport,-21.16000000,27.48250000
FRW,Francistown Airport,-21.15972222,27.47444444
FRW,Francistown Airport,-21.15972222,27.47444444
FRW,Francistown Airport,-21.15916667,27.46861111
FRW,Francistown Airport,-21.15916667,27.46861111
FRW,P G Matante International,-21.15916667,27.46833333
FRW,P G Matante International,-21.15861111,27.47000000
FRY,Eastern Slopes Regional,43.99027778,-70.94638889
FRY,Eastern Slopes Regional,43.99111111,-70.94777778
FSC,Figari Sud Corse,41.50055556,9.09777778
FSC,Figari Sud Corse,41.50055556,9.09777778
FSC,Figari Sud Corse,41.50222222,9.09694444
FSC,Sud Corse,41.50055556,9.09777778
FSC,Sud Corse,41.50055556,9.09777778
FSD,Joe Foss Field,43.57888889,-96.74083333
FSD,Joe Foss Field,43.58194444,-96.74194444
FSI,Henry Post AAF,34.64972222,-98.40222222
FSI,Henry Post AAF,34.65000000,-98.40166667
FSK,Fort Scott Municipal,37.79722222,-94.76944444
FSK,Fort Scott Municipal,37.79833333,-94.76944444
FSM,Fort Smith Regional,35.33527778,-94.36777778
FSM,Fort Smith Regional,35.33666667,-94.36750000
FSM,Fort Smith Regional,35.33666667,-94.36611111
FSP,Saint Pierre,46.76250000,-56.17555556
FSP,Saint Pierre,46.76250000,-56.17555556
FSP,Saint Pierre,46.76277778,-56.17527778
FSP,St Pierre,46.76305556,-56.17416667
FSP,St. Pierre Airport,46.76250000,-56.17555556
FSP,St. Pierre Airport,46.76305556,-56.17416667
FSP,St. Pierre Airport,46.77083333,-56.16666667
FSS,RAF Kinloss,57.64944444,-3.56083333
FSS,RAF Kinloss,57.64944444,-3.56055556
FSS,RAF Kinloss,57.64944444,-3.56055556
FST,Fort Stockton Pecos County,30.91500000,-102.91250000
FST,Fort Stockton Pecos County,30.91527778,-102.91277778
FSZ,Shizuoka Airport,34.79611111,138.18944444
FTC,Fort Collins Airpark,40.58722222,-105.04027778
FTE,El Calafate Airport,-50.28027778,-72.05333333
FTE,El Calafate Airport,-50.28027778,-72.05333333
FTE,El Calafate Airport,-50.28027778,-72.05305556
FTG,Colorado Air and Space Port,39.78416667,-104.53777778
FTG,Front Range,39.78416667,-104.53777778
FTG,Front Range,39.78416667,-104.53750000
FTG,Front Range,39.78416667,-104.53750000
FTG,Front Range,39.78500000,-104.54305556
FTG,Front Range,39.78527778,-104.54305556
FTG,Front Range,39.78527778,-104.54305556
FTK,Godman AAF,37.90666667,-85.97305556
FTK,Godman AAF,37.90722222,-85.97166667
FTL,Fortuna Ledge Airport,61.86833333,-162.06805556
FTU,Fort Dauphin Airport,-25.03805556,46.95555556
FTU,Marillac,-25.03805556,46.95555556
FTV,Fort Victoria Airport,-20.05416667,30.86055556
FTV,Fort Victoria Airport,-20.05416667,30.86055556
FTV,Masvingo Airport,-20.05416667,30.86055556
FTW,Fort Worth Meacham International,32.81944444,-97.36166667
FTW,Fort Worth Meacham International,32.81972222,-97.36250000
FTW,Fort Worth Meacham International,32.81972222,-97.36250000
FTW,Meacham Field,32.81750000,-97.35861111
FTY,Fulton County Airport-Brown Field,33.77916667,-84.52138889
FTY,Fulton County Exec Charlie Brown Field,33.77916667,-84.52138889
FUE,Fuerteventura Airport,28.44805556,-13.86194444
FUE,Fuerteventura Airport,28.44805556,-13.86194444
FUE,Fuerteventura Airport,28.45277778,-13.86388889
FUJ,Fukue Airport,32.66333333,128.83194444
FUJ,Fukue Airport,32.66638889,128.83277778
FUK,Fukuoka Airport,33.58222222,130.45333333
FUK,Fukuoka Airport,33.58444444,130.45166667
FUK,Fukuoka Airport,33.58444444,130.45166667
FUK,Fukuoka Airport,33.58583333,130.45055556
FUK,Fukuoka Airport,33.58583333,130.45055556
FUK,Fukuoka Airport,33.58583333,130.45055556
FUL,Fullerton Municipal,33.86666667,-117.97500000
FUL,Fullerton Municipal,33.87194444,-117.97972222
FUN,Funafuti International,-8.52388889,179.19666667
FUN,Funafuti International,-8.52388889,179.19694444
FUT,Futuna,-14.31166667,-178.06638889
FUT,Futuna,-14.31166667,-178.06638889
FUT,Futuna Pointe Vele,-14.31166667,-178.06638889
FUT,Futuna Pointe Vele,-14.31166667,-178.06638889
FUT,Pointe Vele,-14.31138889,-178.06611111
FVA,Osprey Lodge Airport,61.11638889,-155.31138889
FVA,Tuzla Airport,44.46666667,18.73333333
FVB,Baledogle Airport,2.67083333,44.79305556
FVB,Baledogle Airport,2.68333333,44.78333333
FVC,Baikonour Airport,45.92027778,63.34222222
FVC,Baikonour Airport,45.92027778,63.34222222
FVD,Sonora Municipal,30.58555556,-100.64861111
FVD,Sonora Municipal,30.58583333,-100.64861111
FVE,Fallbrook Community Airpark,33.35416667,-117.25083333
FVF,Hagadera,0.05972222,40.31583333
FVG,Wickenburg Municipal,33.96972222,-112.79638889
FVG,Wickenburg Municipal,33.97055556,-112.79527778
FVG,Wickenburg Municipal,33.97055556,-112.79527778
FVG,Wickenburg Municipal,33.97055556,-112.79500000
FVG,Wickenburg Municipal,33.97055556,-112.79500000
FVH,Othello Municipal,46.79416667,-119.08000000
FVH,Othello Municipal,46.79416667,-119.08000000
FVH,Othello Municipal,46.79472222,-119.07916667
FVH,Othello Municipal,46.79472222,-119.07916667
FVH,Othello Municipal,46.79500000,-119.08027778
FVI,Byerley,32.82583333,-91.18777778
FVJ,Amberley Airport,-27.64055556,152.71194444
FVL,Colusa Airport,39.17916667,-121.99333333
FVN,Big Sky Field,48.15333333,-104.50416667
FVN,Big Sky Field,48.15333333,-104.50416667
FVN,Big Sky Field,48.15333333,-104.50388889
FVN,Big Sky Field,48.15361111,-104.50416667
FVN,Big Sky Field,48.15361111,-104.50416667
FVO,Aurora State,45.24722222,-122.77000000
FVP,Gansner Field,39.94388889,-120.94694444
FVP,Gansner Field,39.94388889,-120.94527778
FVQ,Donlin Creek Airport,62.01694444,-158.15000000
FVQ,Donlin Creek Mine Airport,62.07194444,-158.20416667
FVR,Three Forks Airport,45.87861111,-111.56916667
FVS,Rexburg-Madison County,43.83388889,-111.80500000
FVT,Latacunga Airport,-0.54388889,-78.37000000
FVU,Las Palmas Airport,-12.16083333,-76.99888889
FVU,Privado Las Palmas,-12.16083333,-76.99888889
FVV,Kern Valley,35.72833333,-118.41972222
FVW,Golden Creek Mine Airport,65.28333333,-153.00000000
FVX,Grace Harbor Airport,54.91666667,-132.91666667
FVY,Unuk River Airport,56.08333333,-131.96666667
FVZ,Inigok,70.00388889,-153.07750000
FWA,Fort Wayne International,40.97833333,-85.19527778
FWA,Fort Wayne International,40.97833333,-85.18805556
FWA,Fort Wayne International,40.97833333,-85.18805556
FWA,Fort Wayne Municipal,40.97833333,-85.18805556
FWH,Carswell AFB,32.76888889,-97.44111111
FWH,Fort Worth NAS JRB/Carswell Field,32.76888889,-97.44111111
FWH,Fort Worth NAS JRB/Carswell Field,32.76916667,-97.44166667
FWL,Farewell Airport,62.50666667,-153.89361111
FWL,Farewell Airport,62.50666667,-153.89361111
FWL,Farewell Airport,62.50916667,-153.89055556
FWL,Farewell Airport,62.50916667,-153.89027778
FWL,Farewell Airport,62.50916667,-153.89027778
FWL,Farewell Airport,62.50972222,-153.88944444
FWS,Fort Worth Spinks,32.56500000,-97.30833333
FWS,Fort Worth Spinks,32.56527778,-97.30833333
FWS,Fort Worth Spinks,32.56527778,-97.30805556
FXE,Fort Lauderdale Executive,26.19694444,-80.17083333
FXE,Fort Lauderdale Executive,26.19722222,-80.17083333
FXM,Flaxman AFS,70.17305556,-146.85555556
FXO,Nova Freixo Airport,-14.80527778,36.52694444
FXR,Frankfort Clinton County Regional,40.27333333,-86.56222222
FXR,Frankfort Municipal,40.27333333,-86.56222222
FXR,Frankfort Municipal,40.27333333,-86.56222222
FXY,Forest City Municipal,43.23472222,-93.62416667
FYT,Faya-Largeau Airport,17.91666667,19.11666667
FYT,Faya-Largeau Airport,17.91750000,19.11138889
FYU,Fort Yukon Airport,66.57138889,-145.25055556
FYU,Fort Yukon Airport,66.57138889,-145.25055556
FYU,Fort Yukon Airport,66.57250000,-145.24638889
FYU,Fort Yukon Airport,66.57250000,-145.24638889
FYU,Fort Yukon Airport,66.58111111,-145.20833333
FYV,Drake Field,36.00361111,-94.17000000
FYV,Drake Field,36.00500000,-94.17027778
FYV,Drake Field,36.00500000,-94.17000000
FZO,Bristol Filton,51.51888889,-2.58916667
FZO,Bristol Filton,51.51944444,-2.59083333
FZO,Bristol Filton,51.51944444,-2.59083333
FZO,Bristol Filton,51.51944444,-2.59027778
FZO,Bristol Filton,51.51944444,-2.59027778
FZO,Bristol/Filton,51.51944444,-2.57611111
GA0,Heart of Georgia Regional,32.21638889,-83.12861111
GA1,Barwick Lafayette,34.68833333,-85.29027778
GA1,Barwick Lafayette,34.68861111,-85.29055556
GA1,Barwick Lafayette,34.68861111,-85.29027778
GA2,West Georgia Regional - O V Gray Field,33.63111111,-85.15194444
GA2,West Georgia Regional - O V Gray Field,33.63166667,-85.15222222
GA3,Newnan Coweta County,33.31166667,-84.76972222
GA4,Jackson County,34.17583333,-83.56166667
GA4,Jackson County,34.17583333,-83.56166667
GA4,Jackson County,34.17611111,-83.56166667
GA4,Jackson County,34.17611111,-83.56166667
GA5,Thomson McDuffie County,33.52972222,-82.51694444
GA6,Cherokee County,34.31055556,-84.42388889
GA6,Cherokee County,34.31222222,-84.42222222
GA6,Cherokee County,34.31222222,-84.42222222
GA6,Cherokee County Regional,34.31222222,-84.42222222
GA7,Greene County Regional,33.59805556,-83.13833333
GA8,Cy Nunnally Memorial,33.78250000,-83.69277778
GA8,Monroe Walton County,33.78250000,-83.69277778
GA9,Cartersville Airport,34.12305556,-84.84861111
GAC,Gracias Airport,14.59666667,-88.59388889
GAD,Gadsen Municipal,33.97361111,-86.08722222
GAD,Northeast Alabama Regional,33.97277778,-86.08916667
GAE,Matmata,33.87694444,10.10333333
GAE,Matmata,33.87694444,10.10333333
GAE,Matmata Northeast,33.87694444,10.10333333
GAE,Matmata Northeast,33.87694444,10.10333333
GAI,Montgomery County Airpark,39.16833333,-77.16611111
GAJ,Yamagata Airport,38.40000000,140.38333333
GAJ,Yamagata Airport,38.41194444,140.37138889
GAL,Edward G. Pitka Sr.,64.73611111,-156.93750000
GAL,Edward G. Pitka Sr.,64.73611111,-156.93500000
GAL,Edward G. Pitka Sr.,64.73611111,-156.93444444
GAL,Galena Airport,64.73638889,-156.93166667
GAM,Gambell Airport,63.76666667,-171.73750000
GAM,Gambell Airport,63.76666667,-171.73277778
GAN,Gan International,-0.69444444,73.15555556
GAN,Gan Island Airport,-0.69333333,73.15555556
GAN,Gan Island Airport,-0.69277778,73.15166667
GAN,Gan Island Airport,-0.69277778,73.15194444
GAN,Gan Island Airport,-0.69277778,73.15250000
GAO,Los Canos,20.08111111,-75.15805556
GAQ,Gao Airport,16.24861111,-0.00527778
GAQ,Gao Airport,16.24861111,-0.00527778
GAQ,Gao Airport,16.24861111,-0.00138889
GAQ,Gao Airport,16.24861111,-0.00138889
GAR,Garaina Airport,-7.87666667,147.14361111
GAR,Garaina Airport,-7.87666667,147.14361111
GAR,Garaina Airport,-7.87333333,147.13750000
GAR,Garaina Airport,-7.87277778,147.13777778
GAR,Garaina Airport,-7.87277778,147.13777778
GAT,Gap Tallard,44.45361111,6.03666667
GAT,Gap Tallard,44.45361111,6.03666667
GAT,Tallard,44.45361111,6.03666667
GAT,Tallard,44.45361111,6.03666667
GAT,Tallard,44.45388889,6.03694444
GAU,Guwahati International,26.10416667,91.58750000
GAU,Guwahati International,26.10777778,91.58555556
GAU,Guwahati International,26.10777778,91.58555556
GAU,Guwahati International,26.10777778,91.58583333
GAU,Guwahati International,26.10777778,91.58583333
GAU,Lokpriya Gopinath Bordoloi International,26.10777778,91.58583333
GAW,Gangaw Airport,22.17083333,94.13444444
GAW,Gangaw Airport,22.17500000,94.13416667
GAY,Gaya Airport,24.74416667,84.95055556
GAY,Gaya Airport,24.74666667,84.94583333
GB1,Wattisham,52.12694444,0.95527778
GB1,Wattisham,52.12694444,0.95527778
GB1,Wattisham,52.12722222,0.95638889
GB1,Wattisham,52.12722222,0.95638889
GBA,Goose Bay AAF,61.39500000,-149.84166667
GBD,Great Bend Municipal,38.34416667,-98.85916667
GBD,Great Bend Municipal,38.34722222,-98.86416667
GBE,Gaborone Airport,-24.65416667,25.94166667
GBE,New Gaborone International,-24.55527778,25.91833333
GBE,Sir Seretse Khama International,-24.55527778,25.91833333
GBE,Sir Seretse Khama International,-24.55527778,25.91833333
GBE,Sir Seretse Khama International,-24.55305556,25.92277778
GBE,Sir Seretse Khama International,-24.55305556,25.92277778
GBG,Galesburg Municipal,40.93805556,-90.43111111
GBG,Galesburg Municipal,40.93861111,-90.42888889
GBH,Galbraith Lake Airport,68.47916667,-149.49000000
GBH,Galbraith Lake Airport,68.47972222,-149.49000000
GBJ,Marie Galante Airport,15.86861111,-61.27222222
GBJ,Marie Galante Airport,15.86861111,-61.27222222
GBJ,Marie Galante Airport,15.86888889,-61.27000000
GBJ,Marie Galante Airport,15.86888889,-61.27000000
GBJ,Marie Galante Airport,15.87138889,-61.26472222
GBK,Gbangbatok Airport,7.80000000,-12.36666667
GBK,Gbangbatok Airport,7.81250000,-12.37805556
GBR,Great Barrington Airport,42.18444444,-73.40416667
GBR,Walter J. Koladza,42.18416667,-73.40333333
GBU,Khashm El Girba Airport,14.92416667,35.87694444
GBU,Khashm El Girba Airport,14.92638889,35.88888889
GCA,Guacamayas Airport,2.28333333,-74.95000000
GCC,Gillette Campbell County,44.34888889,-105.53944444
GCC,Gillette Campbell County,44.35138889,-105.52500000
GCC,Northeast Wyoming Regional,44.34888889,-105.53944444
GCI,Guernsey Airport,49.43472222,-2.60194444
GCI,Guernsey Airport,49.43500000,-2.60277778
GCI,Guernsey Airport,49.43500000,-2.60277778
GCI,Guernsey Airport,49.43500000,-2.60194444
GCI,Guernsey Airport,49.43500000,-2.60194444
GCI,Guernsey Airport,49.43611111,-2.60277778
GCK,Garden City Municipal,37.92861111,-100.72972222
GCK,Garden City Regional,37.92750000,-100.72444444
GCK,Garden City Regional,37.92861111,-100.72972222
GCM,Owen Roberts International,19.29250000,-81.35805556
GCM,Owen Roberts International,19.29277778,-81.35777778
